AUSTRALIA - AUSTRALIAN DOLLAR/US$,EURO AREA - EURO/US$,NEW ZEALA - NEW ZELA DOLLAR/US$,UNITED KINGDOM - UNITED KINGDOM POU/US$,BRAZIL - REAL/US$,CANADA - CANADIAN DOLLAR/US$,CHINA - YUAN/US$,HONG KONG - HONG KONG DOLLAR/US$,IIA - IIAN RUPEE/US$,KOREA - WON/US$,MEXICO - MEXICAN PESO/US$,SOUTH AFRICA - RA/US$,SINGAPORE - SINGAPORE DOLLAR/US$,DENMARK - DANISH KRONE/US$,JAPAN - YEN/US$,MALAYSIA - RINGGIT/US$,NORWAY - NORWEGIAN KRONE/US$,SWEDEN - KRONA/US$,SRI LANKA - SRI LANKAN RUPEE/US$,SWITZERLA - FRANC/US$,TAIWAN - NEW TAIWAN DOLLAR/US$,THAILA - BAHT/US$
1.2594,0.8371,1.3665,0.7366,3.1358,1.2328,6.5861,7.862,64.8,113.87,17.825,13.2575,1.3493,6.2277,112.3,4.196,7.86,7.975,152.7,0.9692,3.19,33.1
1.2539,0.8355,1.3618,0.739,3.1257,1.235,6.5899,7.882,64.79,113.39,17.7355,13.19,1.3435,6.2158,112.1,4.196,7.7833,7.9536,152.7,0.9694,3.16,33.6
1.2599,0.8437,1.3761,0.7431,3.1496,1.2347,6.6189,7.8135,65.12,1134.59,17.95,13.35,1.3513,6.2783,111.64,4.22,7.8325,8.486,152.95,0.9682,3.25,33.1
1.269,0.8495,1.398,0.745,3.173,1.2379,6.6371,7.8128,65.46,1136.29,18.7,13.3875,1.3559,6.328,112.16,4.25,7.991,8.1471,152.95,0.976,3.23,33.21
1.2713,0.8513,1.3854,0.7462,3.1915,1.242,6.64,7.89,65.71,1141.62,18.11,13.5375,1.3588,6.3339,112.76,4.22,7.9495,8.158,153.5,0.9745,3.31,33.29
1.277,0.8492,1.3864,0.7443,3.1865,1.2473,6.6591,7.893,65.46,1145.8,18.237,13.5275,1.3587,6.3189,112.66,4.23,7.953,8.1411,153.5,0.971,3.37,33.4
1.2755,0.8465,1.3841,0.7462,3.164,1.259,6.6533,7.811,65.3,1142.57,18.148,13.51,1.3573,6.2991,112.64,4.219,7.9629,8.1538,153.5,0.9688,3.33,33.3
1.278,0.8514,1.3887,0.7537,3.1585,1.257,6.6533,7.898,65.28,1146.18,18.211,13.59,1.361,6.3368,112.6,4.232,7.999,8.1595,153.5,0.9737,3.38,33.4
1.2775,0.854,1.3976,0.7547,3.1428,1.2498,6.6533,7.816,65.48,114.5,18.211,13.66,1.3614,6.3293,112.8,4.2375,7.9695,8.1252,153.2,0.9734,3.44,33.39
1.2729,0.853,1.3968,0.7537,3.1237,1.2479,6.6533,7.865,65.2,114.44,18.2175,13.59,1.3618,6.3289,112.84,4.226,7.9419,8.959,153.2,0.9756,3.43,33.36
1.2821,0.8543,1.449,0.7615,3.1359,1.2548,6.6533,7.892,65.14,1139.3,18.3145,13.6325,1.3635,6.3575,112.74,4.227,7.9948,8.1354,153.2,0.9792,3.33,33.38
1.2878,0.8524,1.41,0.7655,3.1566,1.2543,6.6533,7.857,65.39,1143.46,18.5165,13.73,1.3651,6.3439,112.68,4.236,8.51,8.1198,153.2,0.9777,3.36,33.43
1.284,0.8472,1.413,0.7567,3.1747,1.2495,6.5712,7.837,65.24,1132.8,18.665,13.6425,1.3555,6.341,112.15,4.217,7.939,8.743,153.4,0.9744,3.28,33.22
1.2852,0.8441,1.413,0.757,3.1649,1.2511,6.587,7.856,65.15,1131.4,18.695,13.555,1.3553,6.2831,112.35,4.22,7.9212,8.534,153.4,0.9732,3.23,33.17
1.2776,0.8446,1.433,0.7591,3.1699,1.247,6.5855,7.885,65.5,1129.71,18.7625,13.4575,1.3531,6.2866,112.38,4.22,7.8928,8.151,153.7,0.976,3.17,33.1
1.2682,0.8448,1.3916,0.7517,3.1542,1.2494,6.5785,7.873,64.7,1125.1,18.889,13.26,1.355,6.2878,111.94,4.22,7.8789,8.99,153.7,0.9745,3.13,33.6
1.2724,0.8467,1.3926,0.7527,3.1642,1.2531,6.5885,7.87,64.7,1127.72,19.915,13.2775,1.3515,6.328,111.72,4.2155,7.8818,8.115,153.55,0.9735,3.14,33.4
1.2767,0.858,1.3953,0.7586,3.183,1.2567,6.622,7.877,65.2,1129.86,19.45,13.425,1.3566,6.3333,112.32,4.222,7.957,8.168,153.6,0.984,3.18,33.11
1.2758,0.8493,1.41,0.7586,3.1777,1.2473,6.625,7.87,65.6,113.94,18.9125,13.5675,1.3578,6.3219,112.94,4.222,7.9675,8.1522,153.6,0.9817,3.2,33.14
1.2694,0.8445,1.4237,0.7587,3.1753,1.2487,6.6126,7.86,64.99,1129.6,18.839,13.5375,1.3562,6.2845,112.54,4.222,7.9498,8.1393,153.6,0.9751,3.23,33.12
1.281,0.8496,1.437,0.7588,3.1875,1.2618,6.6185,7.827,65.3,113.69,19.17,13.675,1.3613,6.3232,113.5,4.224,7.9941,8.1729,153.65,0.9844,3.22,33.19
1.289,0.852,1.4337,0.7575,3.2122,1.2644,6.638,7.837,65.2,1129.73,19.695,13.735,1.3619,6.329,113.66,4.236,7.9849,8.1885,153.6,0.9862,3.25,33.19
1.2853,0.8499,1.451,0.762,3.258,1.266,6.6335,7.842,65.1,1128.36,19.176,13.735,1.3622,6.3262,113.92,4.232,7.9927,8.244,153.75,0.989,3.28,33.17
1.2997,0.8473,1.4554,0.7546,3.2519,1.2799,6.635,7.835,64.92,1126.49,19.1,14.7,1.3614,6.362,113.7,4.234,8.34,8.2228,153.8,0.9888,3.24,33.18
1.37,0.8547,1.4577,0.7587,3.253,1.2821,6.6392,7.826,64.84,1123,19.545,14.1725,1.3635,6.365,113.72,4.2325,8.1356,8.3177,153.55,0.995,3.22,33.19
1.355,0.8636,1.4554,0.7629,3.2731,1.2871,6.6498,7.844,65.4,1124.79,19.1785,14.1725,1.3672,6.4248,113.82,4.241,8.1811,8.383,153.5,0.999,3.23,33.26
1.324,0.861,1.4558,0.7579,3.2599,1.2835,6.6498,7.7996,64.83,1124.79,19.1655,14.3,1.361,6.3995,113.26,4.241,8.1623,8.362,153.5,0.9969,3.23,33.26
1.341,0.8585,1.4599,0.753,3.275,1.2894,6.6328,7.815,64.75,1115.68,19.129,14.1325,1.3622,6.3982,113.63,4.2315,8.1634,8.3612,153.55,0.9968,3.12,33.23
1.328,0.867,1.451,0.7543,3.2697,1.289,6.618,7.812,64.56,111.3,19.135,14.8,1.368,6.458,114.4,4.23,8.1596,8.417,153.65,1.14,3.13,33.11
1.295,0.8568,1.4447,0.7652,3.2671,1.288,6.668,7.825,64.57,1111.54,19.65,14.175,1.3591,6.3749,113.84,4.229,8.1392,8.3849,153.55,0.9977,3.19,33.8
1.372,0.869,1.4474,0.7653,3.375,1.2769,6.636,7.823,64.56,1114.86,19.189,14.215,1.3636,6.471,114.25,4.234,8.1796,8.434,153.55,1.2,3.21,33.17
1.333,0.8621,1.4463,0.767,3.2782,1.274,6.6311,7.829,64.62,111.9,19.8,14.1525,1.3627,6.416,113.9,4.23,8.1482,8.436,153.55,0.999,3.16,33.11
1.394,0.8638,1.4493,0.763,3.2776,1.2791,6.638,7.842,65.3,1113.1,19.142,14.235,1.3646,6.4287,113.9,4.2285,8.182,8.421,153.35,0.9996,3.19,33.12
1.326,0.8627,1.4449,0.7629,3.256,1.2727,6.6249,7.7955,64.94,1111.14,19.75,14.125,1.3615,6.4214,113.62,4.228,8.167,8.3826,153.3,0.9997,3.15,33.1
1.341,0.8585,1.4384,0.7614,3.2513,1.2693,6.6378,7.7997,64.96,1118.13,19.67,14.2525,1.3592,6.387,113.4,4.25,8.129,8.3683,153.5,0.9958,3.2,33.9
1.312,0.8579,1.4497,0.7633,3.294,1.2735,6.6385,7.813,65.46,1119.96,19.1675,14.4925,1.3623,6.3837,113.62,4.19,8.1774,8.3942,153.6,0.9975,3.18,33.6
1.311,0.851,1.4529,0.7617,3.331,1.2731,6.635,7.833,65.41,1113.65,19.1455,14.3875,1.3597,6.3244,113.5,4.1925,8.216,8.4188,153.55,0.9914,3.13,33.5
1.32,0.8479,1.455,0.7596,3.3132,1.2783,6.62,7.864,65.26,113.9,19.2565,14.395,1.3576,6.396,113.15,4.173,8.2538,8.4436,153.75,0.992,3.6,33
1.3175,0.8495,1.4575,0.7577,3.2756,1.2736,6.6273,7.897,65.32,194.49,19.15,14.185,1.3558,6.3217,112.89,4.175,8.295,8.438,153.6,0.9926,3.5,32.91
1.3222,0.8475,1.468,0.7563,3.2629,1.2785,6.6245,7.8116,65.1,193.15,18.9275,13.97,1.3539,6.364,111.98,4.16,8.2431,8.4375,153.6,0.9882,3.5,32.81
1.3243,0.8517,1.468,0.7552,3.2573,1.2795,6.6245,7.8118,65.1,193.15,19.32,14.45,1.3572,6.338,112.49,4.16,8.2813,8.483,153.6,0.9923,3.5,32.81
1.3189,0.8517,1.4628,0.7557,3.2447,1.2768,6.6265,7.819,64.91,188.1,18.845,13.965,1.3538,6.3383,112.46,4.138,8.2128,8.4297,153.75,0.9916,29.97,32.74
1.3173,0.8482,1.4575,0.7524,3.2347,1.2728,6.686,7.8114,64.87,185.66,18.745,13.8725,1.349,6.3123,111.62,4.11,8.1866,8.3785,153.7,0.9838,29.97,32.69
1.3125,0.8378,1.4524,0.7499,3.2227,1.275,6.5998,7.887,64.67,182.59,18.52,13.8575,1.345,6.2345,111.54,4.1155,8.1288,8.2769,153.7,0.9788,29.98,32.65
1.3149,0.8396,1.4474,0.75,3.2247,1.2745,6.5967,7.811,64.47,188.36,18.545,13.7375,1.3461,6.2472,111,4.113,8.147,8.2971,153.55,0.984,3.2,32.61
1.3129,0.8419,1.4426,0.7558,3.255,1.284,6.644,7.82,64.4,179.87,18.5775,13.595,1.3447,6.2654,111.13,4.11,8.219,8.3377,153.75,0.9831,29.98,32.55
1.327,0.8433,1.4497,0.7443,3.2285,1.285,6.691,7.883,64.29,179.33,18.5125,13.6375,1.3466,6.276,111.75,4.8,8.2328,8.351,153.7,0.9837,3.2,32.57
1.327,0.845,1.4599,0.744,3.2843,1.2884,6.69,7.893,64.46,184.79,18.6335,13.6425,1.3482,6.2543,112.3,4.875,8.2929,8.3599,153.55,0.9838,29.98,32.58
1.3116,0.8396,1.451,0.745,3.2577,1.275,6.6137,7.8118,64.5,182.36,18.62,13.7225,1.345,6.2476,111.88,4.875,8.2777,8.3623,153.55,0.9762,3.2,32.59
1.3161,0.844,1.467,0.7427,3.2498,1.2696,6.6185,7.8174,64.36,182.36,18.6575,13.5725,1.3487,6.286,112.8,4.875,8.336,8.4238,153.55,0.9858,29.98,32.59
1.3148,0.846,1.4537,0.7435,3.2338,1.269,6.617,7.8144,64.38,186.85,18.715,13.47,1.3477,6.2951,112.76,4.66,8.2819,8.3763,153.3,0.9868,3.3,32.61
1.3219,0.8483,1.4535,0.7473,3.2394,1.2788,6.6136,7.813,64.53,194.55,18.8895,13.53,1.3493,6.3124,112.32,4.73,8.281,8.4298,153.25,0.994,3.4,32.64
1.3287,0.8482,1.467,0.7445,3.2993,1.2832,6.6173,7.817,64.57,19.68,18.9365,13.6375,1.3498,6.3114,112.7,4.86,8.2961,8.4676,153.35,0.9921,3.3,32.6
1.3321,0.853,1.469,0.7481,3.375,1.2867,6.6199,7.85,64.43,192.3,18.956,13.6575,1.3529,6.3271,113.55,4.87,8.382,8.4696,153.1,0.9928,3.2,32.62
1.3263,0.8473,1.4453,0.7483,3.2883,1.2845,6.6175,7.863,64.35,192.3,18.965,13.5675,1.355,6.358,113.34,4.87,8.3625,8.4962,153.1,0.99,3.2,32.62
1.3245,0.8529,1.4434,0.756,3.3298,1.2884,6.621,7.869,64.39,19.9,19.184,13.695,1.3534,6.3473,113.62,4.77,8.3675,8.4465,153.7,0.9926,3.5,32.6
1.3149,0.852,1.431,0.7482,3.349,1.2872,6.6171,7.85,64.45,188.1,19.14,13.525,1.352,6.3278,113.19,4.85,8.3761,8.4464,153.1,0.9894,3.1,32.53
1.334,0.849,1.436,0.744,3.3396,1.2849,6.691,7.874,64.36,188.9,19.13,13.4775,1.3466,6.329,112.56,4.83,8.2876,8.4288,153.15,0.99,3,32.49
1.379,0.849,1.4282,0.751,3.3166,1.2846,6.688,7.8138,64.4,186.39,19.116,13.185,1.348,6.324,112.68,4.78,8.3751,8.553,153.1,0.993,29.95,32.5
1.329,0.8472,1.4263,0.7464,3.2821,1.2856,6.688,7.8165,64.23,184.28,19.335,12.595,1.3466,6.349,112.4,4.78,8.3358,8.4169,153.1,0.9856,29.95,32.62
1.368,0.8459,1.4314,0.7487,3.38,1.29,6.688,7.8176,64.2,184.29,19.215,12.725,1.3476,6.2956,112.98,4.78,8.3733,8.4195,153.1,0.9857,29.95,32.5
1.333,0.8417,1.4318,0.7458,3.297,1.2846,6.5771,7.8228,64.11,178.14,19.213,12.5875,1.3436,6.2652,113.29,4.71,8.387,8.3783,153,0.9859,29.96,32.7
1.2982,0.8423,1.4245,0.7478,3.365,1.2717,6.5833,7.8187,64.2,178.8,19.3825,12.73,1.3436,6.274,113.42,4.76,8.3773,8.3935,152.85,0.989,29.93,32.72
1.2965,0.8447,1.4255,0.7474,3.329,1.2748,6.575,7.8137,64.2,176.87,19.595,12.65,1.3441,6.2866,113.3,4.77,8.3387,8.358,152.85,0.9898,29.89,32.73
1.294,0.8427,1.4217,0.748,3.3173,1.2685,6.5429,7.8151,64.8,173.75,19.7325,12.55,1.3433,6.2729,113.2,4.83,8.3148,8.3451,152.6,0.9891,29.89,32.75
1.2867,0.842,1.4146,0.7461,3.316,1.2645,6.556,7.8121,64.15,173.13,19.7245,12.3,1.3393,6.2557,113.28,4.81,8.272,8.2684,152.35,0.987,29.95,32.77
1.2832,0.8367,1.416,0.7435,3.35,1.2586,6.5322,7.8153,64.7,168.64,19.716,12.3725,1.3374,6.2293,112.85,4.65,8.2381,8.2438,153.3,0.9774,29.78,32.59
1.2796,0.8318,1.485,0.7392,3.3121,1.2517,6.563,7.8128,63.83,167.42,19.6395,12.375,1.3363,6.1933,112.69,4.44,8.1819,8.1732,153.4,0.9738,29.64,32.56
1.2781,0.8299,1.473,0.7355,3.262,1.257,6.491,7.8161,63.46,159.39,19.484,12.44,1.3291,6.1777,112.18,4.18,8.134,8.1724,153.4,0.9718,29.58,32.44
1.2755,0.8313,1.477,0.7395,3.2422,1.2534,6.51,7.8165,63.5,163.11,19.368,12.34,1.3283,6.1884,112.28,4.12,8.11,8.178,153.6,0.9762,29.57,32.26
1.2729,0.8289,1.3996,0.7386,3.2274,1.2522,6.4915,7.8179,63.4,161.5,19.254,12.31,1.3281,6.1719,112.78,4.5,8.731,8.137,153.6,0.9753,29.6,32.21
1.2724,0.836,1.3947,0.7374,3.2285,1.2396,6.4875,7.8186,63.38,16.7,19.2392,12.34,1.3268,6.1854,113.18,3.995,8.48,8.1331,153.45,0.9752,29.47,32.19
1.2758,0.8352,1.3924,0.7371,3.238,1.2424,6.497,7.8212,63.48,166.26,19.22,12.385,1.3323,6.2194,113.8,3.995,8.712,8.1986,153.7,0.9762,29.52,32.21
1.2784,0.8388,1.3928,0.7398,3.2491,1.2457,6.5263,7.822,63.66,168.8,19.36,12.38,1.3355,6.2463,112.57,4.7,8.1147,8.2413,153.7,0.9832,29.61,32.26
1.2753,0.8363,1.3912,0.74,3.2363,1.2485,6.555,7.8219,63.58,167.55,19.229,12.495,1.3341,6.2276,111.48,4.2,8.718,8.1973,153.75,0.978,29.58,32.9
1.2682,0.839,1.385,0.7384,3.2254,1.2526,6.4956,7.8224,63.65,162.67,19.3245,12.455,1.3295,6.1881,111.35,3.985,8.135,8.1325,153.7,0.9748,29.58,31.97
1.2681,0.8244,1.3814,0.735,3.2162,1.2517,6.467,7.8228,63.61,162.9,19.535,12.42,1.3275,6.1399,111.23,3.97,7.9561,8.933,153.9,0.9713,29.6,31.95
1.2566,0.8167,1.3746,0.726,3.2274,1.2422,6.4395,7.823,64.1,164.19,18.86,12.265,1.3227,6.845,11.74,3.954,7.8682,8.42,153.85,0.9618,29.57,31.95
1.2528,0.8177,1.3714,0.7234,3.2215,1.2443,6.433,7.8187,63.88,166.72,18.628,12.2775,1.3226,6.892,11.81,3.952,7.8536,8.39,153.9,0.9616,29.57,31.95
1.2511,0.8171,1.3678,0.72,3.2169,1.2442,6.4175,7.8176,63.87,169.35,18.6545,12.1175,1.3213,6.844,11.88,3.954,7.8285,8.151,153.75,0.9586,29.48,31.91
1.2498,0.8171,1.3727,0.7217,3.25,1.2456,6.399,7.8173,63.84,165.81,18.587,12.215,1.324,6.818,11.56,3.936,7.8528,8.348,153.75,0.9612,29.31,31.84
1.2494,0.8177,1.3678,0.7172,3.224,1.246,6.435,7.8177,63.88,168.6,18.7425,12.9,1.323,6.869,111.15,3.933,7.8748,8.412,154,0.9636,29.25,31.84
1.2525,0.8145,1.3615,0.7159,3.2312,1.2455,6.4,7.8175,63.76,172.59,18.7665,12.8,1.3181,6.634,11.46,3.925,7.8416,8.289,154.1,0.9598,29.23,31.76
1.2398,0.871,1.351,0.743,3.1938,1.2357,6.365,7.8176,63.69,165.39,18.5315,11.9275,1.383,6.91,19.15,3.911,7.7679,7.948,153.7,0.9452,29.11,31.54
1.2362,0.88,1.3567,0.711,3.147,1.2315,6.3189,7.8168,63.52,157.57,18.488,11.8525,1.337,5.9612,18.7,3.884,7.6678,7.8549,153.7,0.9357,29.5,31.33
1.2338,0.85,1.369,0.753,3.1499,1.232,6.3199,7.8179,63.58,164.12,18.58,11.885,1.37,5.9926,18.38,3.869,7.6863,7.8723,153.65,0.9342,29.12,31.36
1.2362,0.896,1.3684,0.7121,3.1634,1.2339,6.3328,7.8172,63.57,171.28,18.5875,11.97,1.312,6.248,19.12,3.879,7.727,7.963,153.65,0.938,29.19,31.45
1.2382,0.871,1.3635,0.78,3.1874,1.234,6.3199,7.8196,63.65,173.61,18.695,11.9625,1.3117,6.62,18.9,3.8995,7.7218,7.8925,153.9,0.9355,29.26,31.43
1.2393,0.846,1.3565,0.747,3.1782,1.2293,6.2841,7.821,63.58,168.33,18.6215,11.89,1.313,5.9881,19.31,3.8995,7.719,7.8736,153.9,0.9321,29.16,31.33
1.2456,0.812,1.3517,0.719,3.1718,1.228,6.2969,7.8218,63.97,169.33,18.36,11.84,1.397,5.9625,19.5,3.8995,7.6671,7.8588,154.5,0.9288,29.21,31.31
1.2612,0.835,1.3691,0.779,3.225,1.2393,6.2984,7.821,64.11,186.21,18.5465,12.4,1.3192,5.9799,11.4,3.885,7.7396,7.992,154.2,0.932,29.32,31.43
1.2617,0.853,1.3714,0.7132,3.2365,1.2483,6.285,7.821,64.6,186.79,18.5925,12.3,1.3188,5.9944,11.9,3.898,7.7832,7.9258,154.2,0.9366,29.32,31.52
1.2695,0.877,1.3687,0.7168,3.2535,1.2537,6.283,7.82,64.23,181.2,18.694,12.5,1.327,6.15,19.18,3.9135,7.8253,7.954,154.65,0.9368,29.27,31.59
1.2752,0.8143,1.3734,0.724,3.262,1.2545,6.2649,7.8183,64.23,182.56,18.645,11.965,1.3234,6.63,19.53,3.97,7.8744,8.396,154.5,0.9438,29.24,31.61
1.2839,0.8171,1.3877,0.7186,3.2895,1.263,6.3222,7.8199,64.27,193.4,18.91,12.1325,1.331,6.775,19,3.9245,7.9252,8.1225,154.3,0.9386,29.42,31.84
1.286,0.8179,1.3789,0.725,3.383,1.2599,6.2966,7.8194,64.37,187.99,18.8815,12.525,1.332,6.885,18.44,3.937,7.9867,8.169,154.3,0.9393,29.35,31.79
1.2762,0.8152,1.3814,0.7236,3.2949,1.2612,6.325,7.823,64.29,182.27,18.64,11.91,1.3246,6.77,18.72,3.937,7.9236,8.868,154.85,0.9392,29.34,31.67
1.2728,0.889,1.3727,0.7198,3.2947,1.26,6.338,7.8226,64.27,183.7,18.6325,11.94,1.3222,6.257,17.59,3.937,7.8792,8.257,154.85,0.9335,29.29,31.48
1.272,0.867,1.3635,0.7166,3.2551,1.2564,6.3438,7.8212,64.1,176.71,18.635,11.7425,1.3177,6.97,17,3.914,7.8429,8.51,155.5,0.9319,29.13,31.37
1.2639,0.812,1.3546,0.7112,3.2318,1.2517,6.3438,7.826,63.93,165.69,18.5195,11.66,1.3112,5.9673,16.36,3.891,7.7926,7.9596,154.85,0.9232,29.3,31.27
1.2618,0.837,1.3517,0.7115,3.2219,1.2532,6.3438,7.8217,64.21,165.27,18.478,11.6125,1.315,5.9857,16.1,3.891,7.7556,7.944,155.1,0.9258,29.8,31.29
1.2653,0.898,1.3594,0.7132,3.2434,1.2624,6.3351,7.8238,64.83,172.85,18.639,11.725,1.3183,6.34,17.23,3.925,7.8331,8.775,155.4,0.9354,29.13,31.5
1.2767,0.8121,1.3626,0.7171,3.2581,1.2678,6.3351,7.825,64.76,176.11,18.661,11.6325,1.326,6.35,17.64,3.97,7.8338,8.766,155.15,0.9375,29.19,31.5
1.2739,0.8113,1.367,0.7174,3.2579,1.275,6.3471,7.8246,65.1,177.61,18.645,11.67,1.3189,6.41,16.96,3.915,7.8656,8.1228,155.15,0.9345,29.25,31.48
1.2776,0.8131,1.3716,0.7154,3.2344,1.2659,6.3329,7.8233,64.71,175.77,18.5585,11.55,1.327,6.541,16.64,3.917,7.8415,8.1611,155.1,0.9356,29.27,31.42
1.275,0.8133,1.3682,0.7167,3.2381,1.2691,6.3115,7.8236,64.78,169,18.654,11.615,1.3173,6.555,16.96,3.91,7.8328,8.169,154.8,0.9388,29.22,31.31
1.2814,0.8171,1.386,0.7191,3.2472,1.2748,6.3169,7.8267,64.84,177.43,18.868,11.775,1.3222,6.828,17.47,3.96,7.8669,8.2235,154.8,0.9398,29.29,31.47
1.2819,0.8189,1.3837,0.725,3.2428,1.286,6.328,7.8262,65.2,182.12,18.845,11.78,1.3231,6.973,16.62,3.915,7.8798,8.2694,154.95,0.943,29.32,31.46
1.2883,0.8186,1.3793,0.727,3.2421,1.284,6.3565,7.8275,65.2,181.33,18.8115,11.8825,1.3245,6.958,16.91,3.927,7.8612,8.263,154.95,0.9461,29.31,31.54
1.2897,0.8121,1.3824,0.7263,3.2513,1.2882,6.3428,7.831,65.24,18.25,18.8455,11.9575,1.323,6.481,15.65,3.92,7.837,8.259,155.15,0.9378,29.29,31.45
1.2888,0.811,1.3827,0.7217,3.2527,1.2982,6.3491,7.8315,65.6,176.75,18.8635,11.84,1.3186,6.45,15.97,3.95,7.8249,8.2558,154.9,0.9397,29.27,31.4
1.2784,0.855,1.3691,0.721,3.2191,1.2892,6.393,7.8335,64.9,161.53,18.7365,11.77,1.3156,6.4,16.3,3.92,7.7782,8.29,155,0.9385,29.21,31.27
1.2827,0.866,1.3765,0.72,3.2364,1.2993,6.3225,7.8356,64.86,167.93,18.855,11.8725,1.3161,6.12,15.94,3.93,7.818,8.2539,155.3,0.9426,29.29,31.33
1.2842,0.8121,1.3774,0.7234,3.262,1.2936,6.3389,7.8418,65.15,174.21,18.74,11.975,1.3174,6.493,16.8,3.97,7.849,8.275,155.35,0.9499,29.35,31.37
1.274,0.8113,1.378,0.7213,3.2469,1.2822,6.3285,7.8375,65.12,166.59,18.567,11.81,1.315,6.438,16.74,3.91,7.772,8.237,155.4,0.9493,29.24,31.31
1.2716,0.8118,1.3712,0.7195,3.269,1.2835,6.327,7.844,65,163.7,18.6245,11.8275,1.3133,6.46,16.52,3.93,7.7555,8.2461,155.6,0.9489,29.25,31.3
1.2689,0.866,1.3617,0.7149,3.2483,1.2925,6.318,7.841,64.85,162.14,18.5425,11.7725,1.315,6.74,16.64,3.8985,7.7226,8.213,155.65,0.9437,29.22,31.2
1.2695,0.889,1.3644,0.7171,3.2641,1.2946,6.314,7.845,64.84,163.38,18.635,11.775,1.388,6.266,16.17,3.94,7.737,8.1973,155.8,0.9461,29.23,31.12
1.2794,0.8116,1.3719,0.7168,3.2841,1.353,6.322,7.8415,64.94,165.89,18.7,11.87,1.3118,6.45,16.7,3.918,7.764,8.188,155.95,0.952,29.15,31.18
1.2932,0.8143,1.3856,0.7184,3.2897,1.396,6.33,7.8435,64.97,168.4,18.73,11.9925,1.3173,6.652,16.1,3.97,7.7155,8.196,155.95,0.9532,29.13,31.18
1.2979,0.8111,1.3835,0.7127,3.2873,1.389,6.3291,7.8428,65.21,172.29,18.7325,12.625,1.3173,6.418,15.83,3.916,7.7293,8.177,156,0.959,29.17,31.18
1.32,0.8149,1.3899,0.7136,3.295,1.383,6.3328,7.8439,65.19,17.61,18.7465,11.9575,1.3181,6.698,16.42,3.915,7.7296,8.243,156.5,0.9549,29.16,31.19
1.2974,0.8151,1.3928,0.711,3.2865,1.2957,6.32,7.8457,65.2,17.51,18.593,11.975,1.3172,6.717,16.3,3.924,7.741,8.223,156,0.954,29.16,31.18
1.2994,0.8123,1.385,0.793,3.334,1.293,6.331,7.8479,65.1,179.51,18.53,11.88,1.3165,6.51,15.34,3.912,7.752,8.2448,156.1,0.9491,29.19,31.28
1.2952,0.891,1.3785,0.767,3.3125,1.287,6.311,7.846,64.98,181.29,18.575,11.755,1.3135,6.26,14.83,3.915,7.7462,8.2472,156.1,0.9465,29.18,31.17
1.2942,0.839,1.378,0.724,3.343,1.2866,6.2685,7.8459,64.83,176.87,18.29,11.665,1.311,5.9864,15,3.894,7.6858,8.1941,156,0.9442,29.1,31.12
1.2958,0.858,1.3721,0.762,3.3263,1.2841,6.2781,7.8465,64.98,171.21,18.32,11.6275,1.38,6.1,15.72,3.8755,7.6896,8.2118,156,0.9474,29.13,31.18
1.319,0.897,1.386,0.787,3.337,1.2886,6.2946,7.8475,65.15,163.3,18.26,11.73,1.394,6.331,16.3,3.862,7.8342,8.3133,155.6,0.9538,29.12,31.26
1.334,0.8132,1.385,0.7128,3.3229,1.291,6.2876,7.8486,65.12,16.31,18.2385,11.85,1.319,6.624,16.27,3.866,7.8511,8.3619,155.6,0.956,29.13,31.24
1.34,0.8117,1.3814,0.7129,3.345,1.2891,6.2726,7.8484,65.11,16.99,18.1676,11.815,1.315,6.67,16.2,3.862,7.8518,8.3619,155.6,0.9532,29.1,31.19
1.358,0.8138,1.3854,0.7127,3.3149,1.2918,6.2785,7.8485,65.11,156.3,18.311,11.8525,1.3124,6.634,15.99,3.86,7.8859,8.39,155.15,0.9558,29.14,31.21
1.331,0.8156,1.3774,0.718,3.3222,1.28,6.2881,7.8487,65,154.63,18.1955,11.82,1.3115,6.76,16.45,3.864,7.8586,8.3973,155.75,0.959,29.16,31.21
1.2985,0.8135,1.374,0.714,3.3474,1.281,6.345,7.849,65.8,159.5,18.231,11.95,1.3126,6.66,16.56,3.868,7.8259,8.429,155.85,0.9595,29.23,31.23
1.37,0.8177,1.3751,0.7147,3.3212,1.2777,6.345,7.8489,64.92,161.56,18.127,11.9675,1.3168,6.889,17.48,3.865,7.8396,8.436,155.4,0.9633,29.24,31.26
1.314,0.8147,1.3749,0.798,3.372,1.2763,6.345,7.8482,64.95,168.73,18.329,12.5,1.3171,6.669,17.3,3.868,7.8281,8.396,155.4,0.962,29.29,31.28
1.2974,0.8117,1.3661,0.774,3.395,1.27,6.335,7.8488,64.95,167.11,18.2245,12.775,1.3112,6.443,17.6,3.869,7.7777,8.3617,155.45,0.9574,29.24,31.26
1.2883,0.815,1.358,0.762,3.4146,1.269,6.2798,7.8494,64.95,164.53,18.2715,12.5,1.395,6.356,17.3,3.867,7.811,8.3157,155.45,0.9574,29.2,31.18
1.2878,0.875,1.357,0.745,3.3955,1.2581,6.2655,7.8498,65.26,166.76,18.221,11.985,1.382,6.121,16.78,3.873,7.759,8.3274,155.6,0.9578,29.2,31.11
1.2892,0.8117,1.3559,0.72,3.392,1.2583,6.2876,7.8499,65.28,169.84,18.151,12.15,1.3126,6.442,17.3,3.875,7.7812,8.4237,155.6,0.9625,29.31,31.19
